주용도코드명,대지위치
주거지,대구광역시 달성군 구지면 내리 83번지
주거지,대구광역시 달성군 구지면 내리 83-1번지
주거지,대구광역시 달성군 구지면 내리 84-1번지
주거지,대구광역시 달성군 구지면 화산리 6번지
주거지,대구광역시 달성군 구지면 화산리 6-1번지
주거지,대구광역시 달성군 구지면 화산리 6-3번지
주거지,대구광역시 달성군 구지면 화산리 7번지
창고시설,대구광역시 달성군 구지면 화산리 13-1번지
주거지,대구광역시 달성군 구지면 화산리 13-2번지
주거지,대구광역시 달성군 구지면 화산리 43번지
편의시설,대구광역시 달성군 구지면 화산리 101번지
주거지,대구광역시 달성군 구지면 화산리 106번지
창고시설,대구광역시 달성군 구지면 수리리 21번지
주거지,대구광역시 달성군 구지면 수리리 29번지
농축산업시설,대구광역시 달성군 구지면 수리리 46번지
농축산업시설,대구광역시 달성군 구지면 수리리 46-1번지
주거지,대구광역시 달성군 구지면 수리리 48번지
주거지,대구광역시 달성군 구지면 수리리 53번지
주거지,대구광역시 달성군 구지면 수리리 56번지
주거지,대구광역시 달성군 구지면 수리리 58번지
창고시설,대구광역시 달성군 구지면 수리리 91번지
주거지,대구광역시 달성군 구지면 징리 17-1번지
주거지,대구광역시 달성군 구지면 징리 25번지
주거지,대구광역시 달성군 구지면 징리 29번지
주거지,대구광역시 달성군 구지면 징리 30번지
농축산업시설,대구광역시 달성군 구지면 징리 32번지
주거지,대구광역시 달성군 구지면 징리 42번지
농축산업시설,대구광역시 달성군 구지면 징리 45번지
편의시설,대구광역시 달성군 구지면 징리 46번지
농축산업시설,대구광역시 달성군 구지면 오설리 66번지
주거지,대구광역시 달성군 구지면 오설리 125-2번지
주거지,대구광역시 달성군 구지면 오설리 129번지
주거지,대구광역시 달성군 구지면 오설리 131번지
농축산업시설,대구광역시 달성군 구지면 오설리 131-1번지
주거지,대구광역시 달성군 구지면 오설리 131-2번지
교육연구시설,대구광역시 달성군 구지면 도동리 35번지
주거지,대구광역시 달성군 구지면 도동리 54번지
창고시설,대구광역시 달성군 구지면 도동리 54-1번지
편의시설,대구광역시 달성군 구지면 도동리 65번지
주거지,대구광역시 달성군 구지면 도동리 69번지
